orderid,productid,customerid,vendorid,sale_date,quantitysold,productsellingprice,totalsale,orderstatus,returndate,productname,category,subcategory,customername,customeremail,shippingaddress,billingaddress,vendorname,vendorphone,vendorrating
63704,6,256,15,2023-03-22,13,2,26,returned,2023-09-03,shallot,Vegetable,Allium,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Allium helium pte ltd,123.456.6666,3.6
76116,13,282,4,2023-01-04,3,6,18,returned,2023-01-16,Spinech,Vegetable,Leafy,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Green World,123.111.7890,1.1
62546,8,181,1,2022-06-25,6,2,12,shipped,,Cinthol,Groceries,Soap,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,United Soap company,234.456.1234,3.9
73243,20,259,7,2022-12-09,8,1,8,placed,,Pears,Groceries,Soap,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,United Soap company,234.456.1234,3.9
82563,8,434,4,2022-04-30,22,3,66,returned,2023-12-02,Colgate,Groceries,Toothpaste,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Best Toothpaste pvt ltd,333.456.7890,3.4
45434,14,343,6,2022-02-08,7,5,35,placed,,Onion,Vegetable,Root,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Ground Corporations,555.456.7890,4.1
39402,8,462,3,2022-06-20,12,8,96,placed,,Great Table Salt,Groceries,Salt,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Salt Company X,123.456.7890,4.9
10362,6,172,3,2023-11-20,13,9,117,returned,2023-12-21,shallot,Vegetable,Allium,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Allium helium pte ltd,123.456.6666,3.6
69214,14,409,3,2022-02-11,3,7,21,shipped,,Asparagus,Vegetable,Stem,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Solid Stem inc,123.000.8888,2.1
29046,6,222,5,2023-03-10,15,1,15,shipped,,Free Flow Pizza,Groceries,Salt,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Salt Company X,123.456.7890,4.9
55536,20,333,5,2022-06-09,7,5,35,shipped,,Onion,Vegetable,Root,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Ground Corporations,555.456.7890,4.1
98772,1,271,13,2022-06-29,165,9,1485,placed,,Cashew,Fruits,Nuts,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Hard Nut Unlimited,123.456.3333,4.5
35723,13,302,2,2023-03-24,6,1,6,placed,,Iodized for Health,Groceries,Salt,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Salt Company X,123.456.7890,4.9
24460,10,215,13,2022-03-13,4,6,24,shipped,,Methi,Vegetable,Leafy,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Green World,123.111.7890,1.1
45759,10,116,1,2023-03-12,3,9,27,placed,,Asparagus,Vegetable,Stem,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Solid Stem inc,123.000.8888,2.1
41217,19,292,1,2023-11-26,123,6,738,placed,,BlueBerries,Fruits,Berries,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Mr Berry Straw,123.555.3333,3.5
47973,10,432,11,2023-07-10,11,9,99,returned,2023-12-10,Horlics,Groceries,Biscuits,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Yummy Biscuits Co,444.456.7890,4.3
62628,6,390,15,2023-04-07,5,9,45,shipped,,Celery,Vegetable,Stem,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Solid Stem inc,123.000.8888,2.1
60202,16,123,5,2023-12-23,8,3,24,returned,2023-12-24,Pears,Groceries,Soap,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,United Soap company,234.456.1234,3.9
68383,18,298,15,2023-08-23,13,9,117,shipped,,shallot,Vegetable,Allium,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Allium helium pte ltd,123.456.6666,3.6
35442,8,245,3,2023-12-19,15,10,150,returned,2023-12-24,Free Flow Pizza,Groceries,Salt,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Salt Company X,123.456.7890,4.9
97658,19,396,7,2022-12-11,7,5,35,shipped,,Onion,Vegetable,Root,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Ground Corporations,555.456.7890,4.1
25846,9,403,1,2023-09-29,6,10,60,returned,2023-12-28,Iodized for Health,Groceries,Salt,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Salt Company X,123.456.7890,4.9
90700,1,190,11,2022-04-12,9,8,72,returned,2022-07-03,Dove,Groceries,Soap,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,United Soap company,234.456.1234,3.9
64055,17,176,6,2022-04-14,13,3,39,returned,2022-08-04,shallot,Vegetable,Allium,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Allium helium pte ltd,123.456.6666,3.6
29958,10,234,12,2022-01-31,19,7,133,shipped,,HidenSeek,Groceries,Biscuits,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Yummy Biscuits Co,444.456.7890,4.3
82675,12,229,1,2022-01-24,3,1,3,placed,,Asparagus,Vegetable,Stem,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Solid Stem inc,123.000.8888,2.1
25378,2,306,5,2023-04-01,3,4,12,placed,,ParleG,Groceries,Biscuits,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Yummy Biscuits Co,444.456.7890,4.3
13673,6,315,7,2023-10-22,321,1,321,returned,2023-10-22,RaspBerries,Fruits,Berries,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Mr Berry Straw,123.555.3333,3.5
42386,11,480,8,2022-02-26,22,5,110,returned,2023-10-04,Colgate,Groceries,Toothpaste,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Best Toothpaste pvt ltd,333.456.7890,3.4
97342,19,178,6,2023-07-10,11,9,99,returned,2023-07-11,lime,Fruits,Citrus,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Health fruits,123.456.3333,4.6
40151,6,227,11,2022-12-31,9,7,63,placed,,Yummy Rock Salt,Groceries,Salt,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Salt Company X,123.456.7890,4.9
42137,18,250,12,2022-11-20,4,5,20,placed,,Potato,Vegetable,Root,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Ground Corporations,555.456.7890,4.1
84057,9,499,8,2022-03-13,13,5,65,placed,,shallot,Vegetable,Allium,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Allium helium pte ltd,123.456.6666,3.6
77790,2,193,7,2022-09-14,120,9,1080,returned,2022-12-28,Apricot,Fruits,Nuts,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Hard Nut Unlimited,123.456.3333,4.5
35391,5,407,4,2022-12-31,4,9,36,shipped,,Methi,Vegetable,Leafy,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Green World,123.111.7890,1.1
20565,5,335,13,2023-08-02,111,2,222,shipped,,StrawBerries,Fruits,Berries,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Mr Berry Straw,123.555.3333,3.5
88704,1,412,9,2022-06-24,3,4,12,shipped,,Spinech,Vegetable,Leafy,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Green World,123.111.7890,1.1
73785,2,185,1,2022-06-17,11,8,88,placed,,lime,Fruits,Citrus,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Health fruits,123.456.3333,4.6
23120,8,477,5,2022-10-19,8,9,72,placed,,Pears,Groceries,Soap,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,United Soap company,234.456.1234,3.9
64549,7,471,4,2022-12-28,136,3,408,shipped,,Almond,Fruits,Nuts,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Hard Nut Unlimited,123.456.3333,4.5
31071,12,253,11,2023-04-09,5,7,35,placed,,Celery,Vegetable,Stem,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Solid Stem inc,123.000.8888,2.1
28948,13,259,11,2022-05-22,13,10,130,placed,,shallot,Vegetable,Allium,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Allium helium pte ltd,123.456.6666,3.6
96355,20,183,5,2023-10-23,5,5,25,returned,2023-10-27,Celery,Vegetable,Stem,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Solid Stem inc,123.000.8888,2.1
80478,4,462,11,2022-12-25,123,5,615,returned,2023-03-24,BlueBerries,Fruits,Berries,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Mr Berry Straw,123.555.3333,3.5
10747,18,425,10,2022-10-11,33,9,297,returned,2023-08-11,Pepsudent,Groceries,Toothpaste,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Best Toothpaste pvt ltd,333.456.7890,3.4
77017,16,120,3,2022-08-27,11,5,55,placed,,Horlics,Groceries,Biscuits,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Yummy Biscuits Co,444.456.7890,4.3
69370,18,440,12,2022-01-04,165,7,1155,shipped,,Cashew,Fruits,Nuts,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Hard Nut Unlimited,123.456.3333,4.5
